Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/02/2017,Completed,10/02/2017,17-06600981,Graffiti Removal,Metal - Painted,Traffic Control Box,4456 N KIMBALL AVE,60625,1152918.15819448,1929412.15691907,35,17,14,60,41.9628039936693,-87.71334069483324,"(41.9628039936693, -87.71334069483324)"
10/02/2017,Completed,10/02/2017,17-06600983,Graffiti Removal,Metal - Unpainted,Front,954 N WESTERN AVE,60622,1160231.82481693,1906364.19858856,26,12,24,,41.89920552835839,-87.68707801679665,"(41.89920552835839, -87.68707801679665)"
10/02/2017,Completed,10/02/2017,17-06601071,Graffiti Removal,Metal - Painted,Dumpster,3942 N TRIPP AVE,60641,1147294.51872039,1925863.69713097,45,17,16,,41.95303486600061,-87.73410101204173,"(41.95303486600061, -87.73410101204173)"
10/02/2017,Completed,10/02/2017,17-06601075,Graffiti Removal,Metal - Painted,Door,4633 N WESTERN AVE,60625,1159531.91569533,1930780.08651554,47,19,4,21,41.96584270310868,-87.68867271518477,"(41.96584270310868, -87.68867271518477)"
10/02/2017,Completed,10/02/2017,17-06601079,Graffiti Removal,Brick - Unpainted,Alley,4901 S KEATING AVE,60632,1145519.1504684,1871712.38292571,14,8,56,,41.803900299335204,-87.74168814007702,"(41.803900299335204, -87.74168814007702)"
10/02/2017,Completed,10/02/2017,17-06601080,Graffiti Removal,Glass,Front,4926 W DIVERSEY AVE,60639,1143059.57892471,1918165.78271388,31,25,19,,41.931595286880125,-87.75016899501497,"(41.931595286880125, -87.75016899501497)"
10/02/2017,Completed,10/02/2017,17-06601086,Graffiti Removal,Brick - Painted,Side,2824 W 55TH ST,60632,1158387.12981031,1868052.27577581,14,9,63,,41.793780472746235,-87.69496027657335,"(41.793780472746235, -87.69496027657335)"
10/02/2017,Completed,10/02/2017,17-06601089,Graffiti Removal,Brick - Painted,Side,2825 W 55TH ST,60632,1158376.42981031,1868051.97577581,16,8,63,,41.793560992721055,-87.69495359462331,"(41.793560992721055, -87.69495359462331)"
10/02/2017,Completed,10/02/2017,17-06601090,Graffiti Removal,Metal - Painted,Pole,5458 W DIVERSEY AVE,60639,1139424.57011488,1918078.42751224,31,25,19,,41.931420794979395,-87.76373127614261,"(41.931420794979395, -87.76373127614261)"
10/02/2017,Completed,10/02/2017,17-06601103,Graffiti Removal,Metal - Painted,Pole,2530 N AUSTIN AVE,60639,1135970.68020655,1916193.7568107,30,25,19,,41.92659504248277,-87.77595740209892,"(41.92659504248277, -87.77595740209892)"
10/02/2017,Completed,10/02/2017,17-06601155,Graffiti Removal,Brick - Unpainted,Rear,4900 S KNOX AVE,60632,1146186.20130117,1871734.80322241,14,8,56,,41.80392647438874,-87.73953402263248,"(41.80392647438874, -87.73953402263248)"
10/02/2017,Completed,10/02/2017,17-06601162,Graffiti Removal,Wood - Painted,Side,5700 S FRANCISCO AVE,60629,1158017.13068669,1866713.29638448,16,8,63,,41.789914765234556,-87.69628022158885,"(41.789914765234556, -87.69628022158885)"
10/02/2017,Completed,10/02/2017,17-06601173,Graffiti Removal,Metal - Painted,Pole,2528 N AUSTIN AVE,60639,1135971.08020655,1916180.2568107,30,25,19,,41.92653827129143,-87.77595546878378,"(41.92653827129143, -87.77595546878378)"
10/02/2017,Completed,10/02/2017,17-06601184,Graffiti Removal,Metal - Painted,Pole,2518 N AUSTIN AVE,60639,1135973.28020655,1916112.9568107,30,25,19,,41.926254385329976,-87.7759458662332,"(41.926254385329976, -87.7759458662332)"
10/02/2017,Completed,10/02/2017,17-06601187,Graffiti Removal,Wood - Painted,Front,5656 S FRANCISCO AVE,60629,1158009.03068669,1867001.09638448,16,8,63,,41.79015319637294,-87.69628566274643,"(41.79015319637294, -87.69628566274643)"
10/02/2017,Completed,10/02/2017,17-06601188,Graffiti Removal,Glass,Front,1744 W 35TH ST,60609,1165195.52799172,1881508.0001309,12,9,59,,41.83056023021032,-87.66974648952113,"(41.83056023021032, -87.66974648952113)"
10/02/2017,Completed,10/02/2017,17-06601189,Graffiti Removal,Metal - Painted,Pole,2506 N AUSTIN AVE,60639,1135975.88020655,1916032.1568107,30,25,19,,41.92591372821219,-87.7759340644141,"(41.92591372821219, -87.7759340644141)"
10/02/2017,Completed,10/02/2017,17-06601197,Graffiti Removal,Metal - Painted,Pole,2458 N AUSTIN AVE,60639,1135993.08365,1915491.922075,30,25,19,,41.92558336034617,-87.77592256149164,"(41.92558336034617, -87.77592256149164)"
10/02/2017,Completed,10/02/2017,17-06601206,Graffiti Removal,Metal - Painted,Pole,2448 N AUSTIN AVE,60639,1135986.98365,1915684.622075,30,25,19,,41.92528938884146,-87.77591232596558,"(41.92528938884146, -87.77591232596558)"
10/02/2017,Completed,10/02/2017,17-06601212,Graffiti Removal,Brick - Unpainted,Front,1820 W 35TH ST,60609,1164706.67977969,1881497.0730684,12,9,59,,41.830547304409286,-87.67125037158357,"(41.830547304409286, -87.67125037158357)"
10/02/2017,Completed,10/02/2017,17-06601272,Graffiti Removal,Metal - Painted,Pole,2438 N AUSTIN AVE,60639,1135988.88365,1915624.422075,30,25,19,,41.92499547726193,-87.77590221019922,"(41.92499547726193, -87.77590221019922)"
10/02/2017,Completed,10/02/2017,17-06601294,Graffiti Removal,Metal - Painted,Front,5103 S ST LOUIS AVE,60632,1153901.55017572,1870565.34517369,14,8,63,,41.800571203087515,-87.71097428530372,"(41.800571203087515, -87.71097428530372)"
10/02/2017,Completed,10/02/2017,17-06601308,Graffiti Removal,Metal - Painted,Pole,2432 N AUSTIN AVE,60639,1135989.98365,1915588.322075,30,25,19,,41.924818993599956,-87.77589618003188,"(41.924818993599956, -87.77589618003188)"
10/02/2017,Completed,10/02/2017,17-06601314,Graffiti Removal,Metal - Painted,Pole,2424 N AUSTIN AVE,60639,1135991.58365,1915540.122075,30,25,19,,41.92458360311999,-87.77588775365973,"(41.92458360311999, -87.77588775365973)"
10/02/2017,Completed,10/02/2017,17-06601318,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,5107 S ST LOUIS AVE,60632,1153902.55017572,1870538.44517369,14,8,63,,41.800457931672604,-87.71097020136827,"(41.800457931672604, -87.71097020136827)"
10/02/2017,Completed,10/02/2017,17-06601363,Graffiti Removal,Brick - Painted,Side,4851 S CALIFORNIA AVE,60632,1158525.90118875,1872268.55002911,14,9,58,,41.80495641643545,-87.69396360073668,"(41.80495641643545, -87.69396360073668)"
10/02/2017,Completed,10/02/2017,17-06601459,Graffiti Removal,Brick - Painted,Side,4850 S CALIFORNIA AVE,60632,1158525.70118875,1872274.35002911,14,9,58,39,41.80494269991022,-87.69425671029013,"(41.80494269991022, -87.69425671029013)"
10/02/2017,Completed,10/02/2017,17-06599431,Graffiti Removal,Metal - Painted,Door,1324 N MILWAUKEE AVE,60622,1164821.50987675,1908889.58668821,1,14,24,33,41.90570956925753,-87.67039084096871,"(41.90570956925753, -87.67039084096871)"
10/02/2017,Completed,10/02/2017,17-06599444,Graffiti Removal,Metal - Painted,Door,1310 N MILWAUKEE AVE,60622,1164870.20987675,1908849.28668821,1,14,24,33,41.90541555770196,-87.66992180134335,"(41.90541555770196, -87.66992180134335)"
10/02/2017,Completed,10/02/2017,17-06599447,Graffiti Removal,Brick - Painted,Side,4850 S WESTERN AVE,60609,1161187.7373756,1872346.8398672,14,9,58,,41.8050728965065,-87.68451169999086,"(41.8050728965065, -87.68451169999086)"
10/02/2017,Completed,10/02/2017,17-06599454,Graffiti Removal,Metal - Painted,Newspaper Box,1261 N PAULINA ST,60622,1164835.67070053,1908607.41939458,1,14,24,33,41.90493667218286,-87.66963780828513,"(41.90493667218286, -87.66963780828513)"
10/02/2017,Completed,10/02/2017,17-06599459,Graffiti Removal,Metal - Painted,Garage,2743 W 36TH PL,60632,1158673.33581349,1880335.38030697,12,9,58,,41.82724743263208,-87.69400687185437,"(41.82724743263208, -87.69400687185437)"
10/02/2017,Completed,10/02/2017,17-06599494,Graffiti Removal,Metal - Painted,Door,1278 N MILWAUKEE AVE,60622,1165105.2725954,1908652.5986297,1,14,24,33,41.90494593899625,-87.66917998677047,"(41.90494593899625, -87.66917998677047)"
10/02/2017,Completed,10/02/2017,17-06599495,Graffiti Removal,Brick - Painted,Side,4851 S WESTERN BLVD,60609,1161344.41837611,1872366.97010312,15,9,61,,41.805110007836625,-87.68362561709641,"(41.805110007836625, -87.68362561709641)"
10/02/2017,Completed,10/02/2017,17-06599496,Graffiti Removal,Metal - Painted,Garage,2725 W 36TH PL,60632,1158794.43581349,1880340.58030697,12,9,58,,41.827263115706465,-87.69332384419931,"(41.827263115706465, -87.69332384419931)"
10/02/2017,Completed,10/02/2017,17-06599502,Graffiti Removal,Metal - Painted,Pole,2700 W 36TH PL,60632,1158962.63581349,1880347.88030697,12,9,58,,41.827507514253085,-87.69242671806138,"(41.827507514253085, -87.69242671806138)"
10/02/2017,Completed,10/02/2017,17-06599507,Graffiti Removal,Metal - Painted,Front,3901 S ARCHER AVE,60632,1159610.54253039,1878693.35980501,12,9,58,,41.82274081080787,-87.68990978904851,"(41.82274081080787, -87.68990978904851)"
10/02/2017,Completed,10/02/2017,17-06599515,Graffiti Removal,Brick - Painted,Side,4850 S OAKLEY AVE,60609,1161855.01000064,1872380.99989987,15,9,61,,41.805129416512386,-87.68204268823524,"(41.805129416512386, -87.68204268823524)"
10/02/2017,Completed,10/02/2017,17-06599534,Graffiti Removal,Brick - Painted,Side,4840 S OAKLEY AVE,60609,1161855.51000064,1872427.49989987,15,9,61,,41.805433553151694,-87.68205043660512,"(41.805433553151694, -87.68205043660512)"
10/02/2017,Completed,10/02/2017,17-06599535,Graffiti Removal,Brick - Painted,Front,3903 S ARCHER AVE,60632,1159591.04253039,1878677.05980501,12,9,58,,41.82269876556417,-87.68997745279529,"(41.82269876556417, -87.68997745279529)"
10/02/2017,Completed,10/02/2017,17-06599569,Graffiti Removal,Metal - Painted,Dumpster,3905 S ARCHER AVE,60632,1159571.54253039,1878660.85980501,12,9,58,,41.82265672027968,-87.69004511645369,"(41.82265672027968, -87.69004511645369)"
10/02/2017,Completed,10/02/2017,17-06599574,Graffiti Removal,Brick - Painted,Side,4834 S OAKLEY AVE,60609,1161855.91000064,1872455.29989987,15,9,61,,41.80561226466962,-87.68204209328057,"(41.80561226466962, -87.68204209328057)"
10/02/2017,Completed,10/02/2017,17-06599587,Graffiti Removal,Metal - Painted,Door,1272 N MILWAUKEE AVE,60622,1165144.5725954,1908619.4986297,1,14,24,33,41.904817775067166,-87.66898117495225,"(41.904817775067166, -87.66898117495225)"
10/02/2017,Completed,10/02/2017,17-06599594,Graffiti Removal,Brick - Painted,Side,4820 S OAKLEY AVE,60609,1161852.11000064,1872581.29989987,15,9,61,,41.80588894984754,-87.68205434567044,"(41.80588894984754, -87.68205434567044)"
10/02/2017,Completed,10/02/2017,17-06599603,Graffiti Removal,Metal - Painted,Door,1266 N MILWAUKEE AVE,60622,1165183.8725954,1908586.2986297,1,14,24,33,41.90468982848127,-87.66878127418673,"(41.90468982848127, -87.66878127418673)"
10/02/2017,Completed,10/02/2017,17-06599621,Graffiti Removal,Metal - Painted,Front,3499 S ARCHER AVE,60608,1162926.66847074,1881456.54072268,12,9,59,,41.83034979838198,-87.67750877646029,"(41.83034979838198, -87.67750877646029)"
10/02/2017,Completed,10/02/2017,17-06599632,Graffiti Removal,Metal - Painted,Pole,1900 S WESTERN AVE,60608,1160672.34090471,1890675.89142196,28,10,31,,41.85566250578668,-87.68588345245769,"(41.85566250578668, -87.68588345245769)"
10/02/2017,Completed,10/02/2017,17-06599635,Graffiti Removal,Metal - Painted,Door,1250 N MILWAUKEE AVE,60622,1165310.9725954,1908478.2986297,1,14,24,33,41.904422834935446,-87.66836574155225,"(41.904422834935446, -87.66836574155225)"
10/02/2017,Completed,10/02/2017,17-06599638,Graffiti Removal,Metal - Painted,Pole,1910 S WESTERN AVE,60608,1160673.24090471,1890642.39142196,28,10,31,,41.85534628643684,-87.68587630985948,"(41.85534628643684, -87.68587630985948)"
10/02/2017,Completed,10/02/2017,17-06599644,Graffiti Removal,Metal - Painted,Traffic Control Box,2401 W 19TH ST,60608,1160660.54090471,1890675.69142196,28,10,31,,41.85560465939417,-87.68583234773905,"(41.85560465939417, -87.68583234773905)"
10/02/2017,Completed,10/02/2017,17-06599646,Graffiti Removal,Metal - Painted,Door,1263 N MILWAUKEE AVE,60622,1165198.9725954,1908573.4986297,1,14,24,33,41.90479412651992,-87.6684925838617,"(41.90479412651992, -87.6684925838617)"
10/02/2017,Completed,10/02/2017,17-06599649,Graffiti Removal,Wood - Painted,Front,2752 W CHICAGO AVE,60622,1157820.30989071,1905212.09466559,26,12,24,,41.89576304752826,-87.69636282893373,"(41.89576304752826, -87.69636282893373)"
10/02/2017,Completed,10/02/2017,17-06599653,Graffiti Removal,Metal - Painted,Newspaper Box,1732 N MILWAUKEE AVE,60647,1161730.41737687,1911503.45758226,32,14,24,33,41.91273041812944,-87.68132703318662,"(41.91273041812944, -87.68132703318662)"
10/02/2017,Completed,10/02/2017,17-06599697,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1821 N MILWAUKEE AVE,60647,1161045.3101775,1912088.98022588,32,14,22,33,41.91450210708903,-87.6836082738823,"(41.91450210708903, -87.6836082738823)"
10/02/2017,Completed,10/02/2017,17-06599703,Graffiti Removal,Wood - Painted,Front,3000 N CLARK ST,60657,1170766.18577182,1920169.3115806,44,19,6,8,41.93644032536815,-87.64800621163047,"(41.93644032536815, -87.64800621163047)"
10/02/2017,Completed,10/02/2017,17-06599721,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2746 N MILWAUKEE AVE,60647,1153697.94453054,1918069.21432765,35,14,22,,41.9309887557474,-87.71078516828324,"(41.9309887557474, -87.71078516828324)"
10/02/2017,Completed,10/02/2017,17-06599723,Graffiti Removal,Metal - Painted,Pole,2741 W CHICAGO AVE,60622,1157877.20989071,1905212.79466559,26,12,24,,41.89554546572312,-87.69580563102565,"(41.89554546572312, -87.69580563102565)"
10/02/2017,Completed,10/02/2017,17-06599754,Graffiti Removal,Metal - Unpainted,Door,4530 S FRANCISCO AVE,60632,1157792.87329274,1874479.54780966,15,9,58,,41.810934859704226,-87.69687698419507,"(41.810934859704226, -87.69687698419507)"
10/02/2017,Completed,10/02/2017,17-06599755,Graffiti Removal,Metal - Painted,Pole,2751 W CHICAGO AVE,60622,1157825.50989071,1905212.09466559,26,12,24,,41.89554344939081,-87.69627046896979,"(41.89554344939081, -87.69627046896979)"
10/02/2017,Completed,10/02/2017,17-06599763,Graffiti Removal,Metal - Painted,Bench,2701 W CHICAGO AVE,60622,1158238.16648014,1905219.33592373,26,12,24,,41.895558103993736,-87.69429683142698,"(41.895558103993736, -87.69429683142698)"
10/02/2017,Completed,10/02/2017,17-06599766,Graffiti Removal,Metal - Painted,Pole,2658 W CHICAGO AVE,60622,1158526.16648014,1905226.73592373,26,12,24,,41.89577931481551,-87.6941156718823,"(41.89577931481551, -87.6941156718823)"
10/02/2017,Completed,10/02/2017,17-06599773,Graffiti Removal,Metal - Painted,Traffic Control Box,2659 W CHICAGO AVE,60622,1158519.46648014,1905226.53592373,26,12,24,,41.89555979827479,-87.69411206610958,"(41.89555979827479, -87.69411206610958)"
10/02/2017,Completed,10/02/2017,17-06599780,Graffiti Removal,Metal - Painted,Pole,1758 W CHICAGO AVE,60622,1164454.02021002,1905388.86520755,1,12,24,29,41.896104201803475,-87.67203183176234,"(41.896104201803475, -87.67203183176234)"
10/02/2017,Completed,10/02/2017,17-06599782,Graffiti Removal,Metal - Painted,Pole,741 W WELLINGTON AVE,60657,1170700.58577182,1920165.6115806,44,19,6,8,41.93629630386416,-87.64835976266009,"(41.93629630386416, -87.64835976266009)"
10/02/2017,Completed,10/02/2017,17-06599819,Graffiti Removal,Metal - Painted,Pole,1759 W CHICAGO AVE,60622,1164449.12021002,1905388.76520755,1,12,24,29,41.89588320525866,-87.67210880358971,"(41.89588320525866, -87.67210880358971)"
10/02/2017,Completed,10/02/2017,17-06599822,Graffiti Removal,Metal - Painted,Bench,1148 W CHICAGO AVE,60642,1168515.38997114,1905508.9499928,27,12,24,29,41.89634413246758,-87.65713717046978,"(41.89634413246758, -87.65713717046978)"
10/02/2017,Completed,10/02/2017,17-06599823,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2553 N LOCKWOOD AVE,60639,1140615.83407356,1916564.52337188,31,25,19,,41.92752961329928,-87.75858596507433,"(41.92752961329928, -87.75858596507433)"
10/02/2017,Completed,10/02/2017,17-06599827,Graffiti Removal,Metal - Painted,Bench,1127 W CHICAGO AVE,60642,1168626.38997114,1905512.5499928,27,12,24,29,41.89614028941425,-87.65626245356383,"(41.89614028941425, -87.65626245356383)"
10/02/2017,Completed,10/02/2017,17-06599830,Graffiti Removal,Wood - Painted,Door,736 W WELLINGTON AVE,60657,1170725.78577182,1920167.0115806,44,19,6,8,41.936519381158554,-87.64821381469527,"(41.936519381158554, -87.64821381469527)"
10/02/2017,Completed,10/02/2017,17-06599832,Graffiti Removal,Metal - Painted,Sign,2158 N KENNETH AVE,60639,1146368.25566594,1913976.42889923,36,25,20,,41.92059776657612,-87.73781414847274,"(41.92059776657612, -87.73781414847274)"
10/02/2017,Completed,10/02/2017,17-06599834,Graffiti Removal,Metal - Painted,Front,1144 W CHICAGO AVE,60642,1168536.58997114,1905509.6499928,27,12,24,29,41.89634668220299,-87.65698817017875,"(41.89634668220299, -87.65698817017875)"
10/02/2017,Completed,10/02/2017,17-06599863,Graffiti Removal,Metal - Unpainted,Garage,10855 S AVENUE G,60617,1203183.18621376,1833588.85720433,10,4,52,,41.6974739280869,-87.53151210055577,"(41.6974739280869, -87.53151210055577)"
10/02/2017,Completed,10/02/2017,17-06599871,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,3949 W ARMITAGE AVE,60647,1149634.38009527,1912995.47627927,26,25,20,,41.91706242439116,-87.7261020241314,"(41.91706242439116, -87.7261020241314)"
10/02/2017,Completed,10/02/2017,17-06599879,Graffiti Removal,Metal - Painted,Front,1118 W CHICAGO AVE,60642,1168673.98997114,1905514.1499928,27,12,24,29,41.89636524850843,-87.65602098198453,"(41.89636524850843, -87.65602098198453)"
10/02/2017,Completed,10/02/2017,17-06599884,Graffiti Removal,Metal - Painted,Side,599 W BARRY AVE,60657,1171715.75681803,1920624.83990559,44,19,6,8,41.93754781721273,-87.64419480996125,"(41.93754781721273, -87.64419480996125)"
10/02/2017,Completed,10/02/2017,17-06599891,Graffiti Removal,Metal - Painted,Pole,2800 W 26TH ST,60623,1158120.12431113,1886641.82221283,12,10,30,25,41.8448007855139,-87.69525259372433,"(41.8448007855139, -87.69525259372433)"
10/02/2017,Completed,10/02/2017,17-06599893,Graffiti Removal,Metal - Painted,Front,2912 W 26TH ST,60623,1157363.85002283,1886621.90153256,24,10,30,25,41.844760848068056,-87.69827595236896,"(41.844760848068056, -87.69827595236896)"
10/02/2017,Completed,10/02/2017,17-06599894,Graffiti Removal,Metal - Painted,Door,2955 N MULLIGAN AVE,60634,1133566.38001577,1918967.76001702,30,25,19,,41.93447381973046,-87.78444066370366,"(41.93447381973046, -87.78444066370366)"
10/02/2017,Completed,10/02/2017,17-06599903,Graffiti Removal,Metal - Painted,Front,2948 W 26TH ST,60623,1157120.75002283,1886614.10153256,24,10,30,25,41.844743524937535,-87.69964820856896,"(41.844743524937535, -87.69964820856896)"
10/02/2017,Completed,10/02/2017,17-06599912,Graffiti Removal,Metal - Unpainted,Garbage Cart,10856 S AVENUE G,60617,1203183.28621376,1833582.25720433,10,4,52,,41.697417867040535,-87.53180502065702,"(41.697417867040535, -87.53180502065702)"
10/02/2017,Completed,10/02/2017,17-06599940,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2130 N MILWAUKEE AVE,60647,1158677.01921363,1914048.77901039,1,14,22,,41.919821787592234,-87.69254514033803,"(41.919821787592234, -87.69254514033803)"
10/02/2017,Completed,10/02/2017,17-06599951,Graffiti Removal,Wood - Unpainted,Fence,10801 S EWING AVE,60617,1202190.54590935,1833947.85963233,10,4,52,,41.69901231409719,-87.53513498581806,"(41.69901231409719, -87.53513498581806)"
